NAME,B19083_001E,B19082_001E,B19082_002E,B19082_003E,B19082_004E,B19082_005E,B19082_006E,state,county
"Eddy County, New Mexico",0.4269,3.81,9.43,16.41,24.18,46.17,18.56,35,015
"Mora County, New Mexico",0.4806,4.09,7.45,12.74,23.51,52.21,20.53,35,033
"Quay County, New Mexico",0.4598,5.00,8.87,12.59,20.52,53.02,19.44,35,037
"Lincoln County, New Mexico",0.4789,3.35,8.23,14.00,22.98,51.44,22.42,35,027
"Lea County, New Mexico",0.4402,3.32,9.52,16.07,23.72,47.37,19.65,35,025
"Santa Fe County, New Mexico",0.4843,3.34,8.48,13.95,22.07,52.14,24.23,35,049
"Sierra County, New Mexico",0.5345,3.31,7.21,12.11,19.87,57.49,30.14,35,051
"Socorro County, New Mexico",0.4782,3.28,8.24,14.32,22.22,51.95,21.34,35,053
"Do�a Ana County, New Mexico",0.4929,3.00,7.84,13.70,22.97,52.50,22.73,35,013
"Schoharie County, New York",0.4227,3.93,9.75,15.89,24.56,45.87,17.87,36,095
"Onondaga County, New York",0.4633,3.14,8.82,15.07,23.58,49.39,21.38,36,067
"Clinton County, New York",0.4216,3.64,9.85,16.37,24.59,45.56,17.43,36,019
"Seneca County, New York",0.4318,4.09,9.67,15.81,23.35,47.08,20.73,36,099
"Putnam County, New York",0.4245,4.03,10.02,16.03,23.55,46.37,19.97,36,079
"Franklin County, New York",0.4492,3.24,9.07,15.77,24.02,47.90,20.06,36,033
"Ontario County, New York",0.4531,3.87,9.22,15.03,22.69,49.19,22.74,36,069
"Queens County, New York",0.4515,3.29,8.97,15.38,24.01,48.35,19.68,36,081
"Steuben County, New York",0.4516,3.74,9.21,15.13,23.10,48.82,21.87,36,101
"Hamilton County, New York",0.3933,4.44,10.66,17.15,23.75,44.01,16.47,36,041
"Washington County, New York",0.4166,4.07,10.07,16.14,24.12,45.59,18.05,36,115
"Chautauqua County, New York",0.4470,3.63,8.97,15.35,24.13,47.93,20.08,36,013
"Kings County, New York",0.5273,2.20,6.85,13.19,22.66,55.10,25.20,36,047
"New York County, New York",0.5971,1.45,5.27,10.95,19.93,62.40,31.34,36,061
"Tioga County, New York",0.4292,3.84,9.40,16.01,24.38,46.36,18.82,36,107
"Cayuga County, New York",0.4267,4.01,9.81,15.88,23.89,46.41,19.52,36,011
"Orleans County, New York",0.4141,4.40,10.16,16.02,23.60,45.83,18.44,36,073
"Saratoga County, New York",0.4198,4.18,10.13,16.14,23.42,46.13,19.56,36,091
"Rockland County, New York",0.4608,3.09,8.55,15.29,24.13,48.94,20.27,36,087
"Columbia County, New York",0.4645,3.53,8.93,14.90,22.53,50.10,23.14,36,021
"Lewis County, New York",0.4126,4.30,10.20,15.88,24.16,45.46,17.80,36,049
"Niagara County, New York",0.4411,3.55,9.18,15.53,24.44,47.30,18.98,36,063
"Westchester County, New York",0.5405,2.34,6.84,12.53,21.07,57.21,27.58,36,119
"Delaware County, New York",0.4337,3.87,9.28,15.80,23.94,47.10,18.94,36,025
"Essex County, New York",0.4302,3.97,9.73,15.70,23.82,46.78,19.81,36,031
"Montgomery County, New York",0.4576,3.66,8.74,14.83,23.48,49.30,20.96,36,057
"Nassau County, New York",0.4570,3.36,9.20,15.28,22.93,49.23,22.01,36,059
"Richmond County, New York",0.4566,2.45,8.75,16.10,25.05,47.65,18.95,36,085
"Schuyler County, New York",0.4014,4.15,10.20,16.83,25.18,43.64,16.58,36,097
"Tompkins County, New York",0.4887,2.38,8.13,14.67,23.17,51.65,21.89,36,109
"Chenango County, New York",0.4279,3.95,9.48,16.00,24.12,46.45,18.85,36,017
"Cortland County, New York",0.4354,3.89,9.67,15.47,23.55,47.42,19.94,36,023
"Jefferson County, New York",0.4181,3.98,10.24,16.12,23.94,45.71,18.64,36,045
"Oneida County, New York",0.4590,3.42,8.87,15.19,23.30,49.22,21.59,36,065
"Suffolk County, New York",0.4423,3.53,9.51,15.72,23.54,47.70,20.58,36,103
"Wyoming County, New York",0.4015,4.35,10.53,16.76,24.27,44.09,18.05,36,121
"Chemung County, New York",0.4486,3.39,9.16,15.53,23.92,47.99,20.52,36,015
"Oswego County, New York",0.4335,3.62,9.71,15.72,24.07,46.87,19.10,36,075
"Otsego County, New York",0.4433,3.65,9.41,15.44,23.58,47.92,20.25,36,077
"Wayne County, New York",0.4189,4.35,10.05,15.89,23.53,46.19,19.25,36,117
"Albany County, New York",0.4592,3.31,8.84,15.01,23.66,49.18,20.77,36,001
"Broome County, New York",0.4591,3.22,8.77,15.19,23.90,48.92,20.68,36,007
"Erie County, New York",0.4668,3.11,8.57,14.94,23.79,49.59,21.33,36,029
"Madison County, New York",0.4212,4.02,10.03,15.97,24.00,45.98,18.92,36,053
"Sullivan County, New York",0.4633,3.42,8.69,14.91,23.31,49.67,21.65,36,105
"Mitchell County, North Carolina",0.4256,3.79,9.47,16.53,24.46,45.74,18.81,37,121
"Genesee County, New York",0.4073,3.96,10.18,16.83,24.61,44.42,16.83,36,037
"Orange County, New York",0.4380,3.36,9.23,16.02,24.69,46.70,18.63,36,071
"Greene County, North Carolina",0.4337,3.89,9.37,15.28,24.93,46.53,18.93,37,079
"Chowan County, North Carolina",0.4474,2.96,9.08,15.89,24.40,47.66,18.29,37,041
"Caldwell County, North Carolina",0.4483,3.73,9.08,15.28,23.61,48.31,20.80,37,027
"Catawba County, North Carolina",0.4536,3.70,9.26,15.05,22.86,49.12,22.21,37,035
"Craven County, North Carolina",0.4503,3.78,9.39,14.98,22.82,49.04,21.44,37,049
"Edgecombe County, North Carolina",0.4720,3.16,8.41,14.40,24.11,49.92,21.49,37,065
"Harnett County, North Carolina",0.4177,3.80,9.94,16.35,24.56,45.34,17.41,37,085
"Henderson County, North Carolina",0.4350,4.12,9.47,15.36,23.60,47.46,20.24,37,089
"Hyde County, North Carolina",0.3983,2.94,10.55,17.72,27.14,41.65,14.03,37,095
"Mecklenburg County, North Carolina",0.4881,3.29,8.40,13.79,21.88,52.64,24.38,37,119
"Northampton County, North Carolina",0.4500,3.36,8.98,15.07,24.23,48.35,18.64,37,131
"Rowan County, North Carolina",0.4510,3.61,9.23,15.15,23.46,48.55,21.33,37,159
"Vance County, North Carolina",0.5215,3.08,7.38,13.06,21.38,55.10,29.02,37,181
"Currituck County, North Carolina",0.3867,4.41,10.86,17.28,24.80,42.64,15.94,37,053
"Union County, North Carolina",0.4558,3.85,9.22,14.77,22.51,49.66,22.51,37,179
"Forsyth County, North Carolina",0.4985,3.04,8.09,13.67,22.03,53.16,25.48,37,067
"Nash County, North Carolina",0.4735,3.37,8.52,14.53,22.47,51.11,22.50,37,127
"Bladen County, North Carolina",0.4969,3.18,7.86,13.73,22.57,52.67,25.22,37,017
"Dare County, North Carolina",0.4299,4.57,9.99,15.07,22.36,48.01,20.92,37,055
"Warren County, North Carolina",0.4874,3.47,8.10,13.65,22.33,52.46,24.12,37,185
"Wilson County, North Carolina",0.4681,3.51,8.46,14.53,23.17,50.33,21.79,37,195
"Bertie County, North Carolina",0.5027,3.07,7.68,13.45,22.02,53.78,24.39,37,015
"Gates County, North Carolina",0.3970,4.70,10.47,16.15,24.49,44.19,16.20,37,073
"Graham County, North Carolina",0.4418,3.12,9.34,16.29,23.77,47.49,18.81,37,075
"Martin County, North Carolina",0.4835,3.43,8.66,13.98,21.92,52.01,25.74,37,117
"Madison County, North Carolina",0.4719,3.61,8.72,13.98,22.20,51.48,22.13,37,115
"Pamlico County, North Carolina",0.4642,3.63,8.82,14.32,23.16,50.07,21.88,37,137
"Perquimans County, North Carolina",0.4390,3.66,9.01,15.44,24.65,47.23,18.51,37,143
"Polk County, North Carolina",0.4498,4.31,9.57,14.48,21.63,50.00,22.27,37,149
"Randolph County, North Carolina",0.4439,3.89,9.50,15.17,23.15,48.28,20.95,37,151
"Rockingham County, North Carolina",0.4480,3.49,9.11,15.22,24.00,48.18,19.60,37,157
"Stokes County, North Carolina",0.4293,3.73,9.91,16.04,24.04,46.28,19.95,37,169
"Washington County, North Carolina",0.4626,2.31,9.09,15.62,24.86,48.12,20.48,37,187
"Camden County, North Carolina",0.3680,5.03,11.03,17.84,24.68,41.42,14.88,37,029
"Clay County, North Carolina",0.4871,3.74,9.04,13.79,20.25,53.18,28.06,37,043
"Cumberland County, North Carolina",0.4470,3.55,9.35,15.23,23.56,48.31,20.16,37,051
"Gaston County, North Carolina",0.4599,3.54,8.86,14.90,23.25,49.45,21.70,37,071
"Guilford County, North Carolina",0.4847,3.27,8.43,13.90,22.29,52.11,23.85,37,081
"Jackson County, North Carolina",0.4473,3.45,8.94,15.47,24.35,47.79,19.80,37,099
"Moore County, North Carolina",0.4681,3.35,8.66,14.74,23.00,50.26,22.27,37,125
"Robeson County, North Carolina",0.4891,2.79,8.04,14.15,23.36,51.66,22.54,37,155
"Stanly County, North Carolina",0.4181,3.95,10.10,15.90,24.41,45.65,17.55,37,167
"Wake County, North Carolina",0.4446,3.89,9.35,15.13,23.15,48.48,20.62,37,183
"Yancey County, North Carolina",0.4431,3.64,9.32,15.23,23.93,47.88,19.59,37,199
"Chatham County, North Carolina",0.4899,3.22,7.92,13.72,22.73,52.42,23.02,37,037
"McDowell County, North Carolina",0.4415,4.01,9.61,14.87,23.30,48.21,20.73,37,111
"Johnston County, North Carolina",0.4148,4.17,9.98,16.10,24.46,45.29,17.91,37,101
"Jones County, North Carolina",0.4662,3.04,8.03,15.09,25.15,48.69,20.05,37,103
"Person County, North Carolina",0.4414,3.74,9.19,15.52,24.03,47.52,19.74,37,145
"Brunswick County, North Carolina",0.4461,3.54,9.46,15.42,23.35,48.23,20.60,37,019
"Ashe County, North Carolina",0.4470,3.69,9.30,15.10,23.63,48.28,20.10,37,009
"Beaufort County, North Carolina",0.4875,3.21,7.85,14.15,22.90,51.88,23.31,37,013
"Lenoir County, North Carolina",0.4653,3.75,8.59,14.51,23.05,50.10,22.47,37,107
"Rutherford County, North Carolina",0.4601,3.59,8.64,14.92,23.33,49.52,21.48,37,161
"Lincoln County, North Carolina",0.4575,3.57,9.07,14.85,23.06,49.45,21.50,37,109
"Onslow County, North Carolina",0.4034,4.41,10.74,16.33,23.76,44.77,17.88,37,133
"Orange County, North Carolina",0.5194,2.72,7.42,12.72,21.73,55.42,24.97,37,135
"Sampson County, North Carolina",0.4817,3.54,8.44,13.93,22.56,51.54,24.89,37,163
"Yadkin County, North Carolina",0.4292,4.14,9.67,15.40,23.90,46.90,19.30,37,197
"Avery County, North Carolina",0.4715,3.98,8.60,13.98,21.94,51.49,23.99,37,011
"Burke County, North Carolina",0.4623,3.58,9.03,14.78,22.80,49.81,22.94,37,023
"Caswell County, North Carolina",0.4336,3.72,9.22,15.91,24.48,46.67,18.64,37,033
"Davie County, North Carolina",0.4494,4.04,9.17,15.10,22.55,49.14,21.72,37,059
"Duplin County, North Carolina",0.4408,3.80,9.05,15.32,23.97,47.87,18.58,37,061
"Durham County, North Carolina",0.4750,3.18,8.60,14.31,23.00,50.91,22.27,37,063
"Lee County, North Carolina",0.4405,3.75,9.25,15.46,23.81,47.73,19.15,37,105
"New Hanover County, North Carolina",0.4917,2.83,8.14,14.11,22.66,52.27,23.55,37,129
"Wayne County, North Carolina",0.4707,3.63,8.67,14.21,22.68,50.80,23.12,37,191
"Scotland County, North Carolina",0.4639,2.76,8.00,15.36,25.21,48.67,18.13,37,165
"Halifax County, North Carolina",0.4969,3.04,7.84,13.71,22.50,52.91,23.84,37,083
"Alamance County, North Carolina",0.4600,3.63,8.91,14.42,23.46,49.58,21.29,37,001
"Burke County, North Dakota",0.4247,3.41,9.82,16.75,24.08,45.95,18.08,38,013
"Mountrail County, North Dakota",0.4752,3.44,8.97,14.28,21.56,51.75,23.44,38,061
"Williams County, North Dakota",0.4397,4.06,9.75,15.62,22.72,47.86,23.02,38,105
"Billings County, North Dakota",0.4494,3.92,9.16,15.62,21.70,49.59,22.45,38,007
"Kidder County, North Dakota",0.4679,3.80,8.52,14.88,22.20,50.60,24.34,38,043
"Cavalier County, North Dakota",0.4774,3.67,8.89,13.99,21.73,51.72,25.21,38,019
"Grant County, North Dakota",0.5165,2.71,7.51,13.09,22.13,54.55,26.22,38,037
"Pembina County, North Dakota",0.4405,3.90,9.34,15.77,23.39,47.60,21.91,38,067
"Steele County, North Dakota",0.4160,4.88,10.91,15.09,22.09,47.03,21.36,38,091
"Hettinger County, North Dakota",0.4832,3.60,8.47,14.31,21.42,52.20,26.37,38,041
"LaMoure County, North Dakota",0.4697,3.49,9.11,14.57,21.75,51.07,23.72,38,045
"Morton County, North Dakota",0.4587,3.78,9.34,14.95,22.43,49.51,24.66,38,059
"Cass County, North Dakota",0.4708,3.55,8.92,14.50,21.97,51.05,23.84,38,017
"Dunn County, North Dakota",0.5215,2.76,7.74,13.16,20.95,55.39,29.17,38,025
"Emmons County, North Dakota",0.4556,3.56,9.08,15.37,22.81,49.18,22.08,38,029
"McIntosh County, North Dakota",0.4493,3.95,9.56,15.17,22.29,49.03,23.72,38,051
"Nelson County, North Dakota",0.4554,3.78,9.39,14.53,22.28,50.01,21.64,38,063
"Richland County, North Dakota",0.4119,3.99,9.99,16.81,24.44,44.77,17.69,38,077
"Rolette County, North Dakota",0.5039,1.89,7.48,14.09,24.44,52.11,21.33,38,079
"Walsh County, North Dakota",0.4336,3.83,9.74,15.60,23.74,47.09,19.83,38,099
"Adams County, North Dakota",0.4604,2.77,8.75,14.89,25.61,47.98,20.30,38,001
"Bottineau County, North Dakota",0.4463,3.78,9.37,15.24,22.99,48.61,21.18,38,009
"Barnes County, North Dakota",0.4480,3.38,9.06,15.50,24.20,47.86,19.93,38,003
"Eddy County, North Dakota",0.5029,3.21,7.83,14.07,21.52,53.39,28.67,38,027
"Grand Forks County, North Dakota",0.4814,2.71,8.35,14.61,23.76,50.57,22.64,38,035
"McKenzie County, North Dakota",0.4616,3.70,9.56,14.82,21.65,50.27,24.60,38,053
"Mercer County, North Dakota",0.3883,3.77,10.84,18.22,25.37,41.81,16.60,38,057
"McLean County, North Dakota",0.4121,4.05,10.30,16.75,23.85,45.05,18.72,38,055
"Pierce County, North Dakota",0.4546,2.98,8.24,16.04,24.75,47.98,18.64,38,069
"Ransom County, North Dakota",0.4330,4.50,10.09,15.76,21.75,47.90,23.68,38,073
"Sioux County, North Dakota",0.5365,1.73,6.92,13.67,22.39,55.29,27.96,38,085
"Bowman County, North Dakota",0.4310,3.47,10.06,16.15,23.91,46.40,20.46,38,011
"Golden Valley County, North Dakota",0.4474,4.03,8.94,15.70,22.27,49.06,21.43,38,033
"Logan County, North Dakota",0.4371,3.80,9.80,15.61,22.96,47.83,20.76,38,047
"Towner County, North Dakota",0.4878,3.54,8.31,14.09,21.33,52.74,26.16,38,095
"Stutsman County, North Dakota",0.4359,3.76,9.81,15.92,23.27,47.25,21.29,38,093
"Divide County, North Dakota",0.5125,2.14,7.17,12.72,23.21,54.76,18.98,38,023
"Foster County, North Dakota",0.3950,5.08,10.38,15.97,24.07,44.51,16.30,38,031
"Sargent County, North Dakota",0.3781,5.39,11.48,16.66,23.63,42.84,19.00,38,081
"Slope County, North Dakota",0.3953,4.53,10.73,16.39,23.39,44.96,15.66,38,087
"Stark County, North Dakota",0.4461,3.15,9.70,16.20,23.15,47.80,21.49,38,089
"Gallia County, Ohio",0.4454,3.45,9.12,15.24,24.46,47.74,18.92,39,053
"Huron County, Ohio",0.4122,4.28,10.27,16.19,23.83,45.44,18.31,39,077
"Athens County, Ohio",0.5096,2.07,7.13,13.90,24.09,52.80,22.29,39,009
"Adams County, Ohio",0.4933,3.02,7.54,13.82,23.47,52.15,22.68,39,001
"Medina County, Ohio",0.4089,4.45,10.38,16.22,23.77,45.19,18.64,39,103
"Union County, Ohio",0.4045,4.24,10.45,16.78,23.99,44.55,17.80,39,159
"Champaign County, Ohio",0.3797,4.86,11.01,17.20,24.36,42.56,16.15,39,021
"Paulding County, Ohio",0.4027,4.43,10.37,16.68,24.24,44.29,17.69,39,125
"Greene County, Ohio",0.4444,3.23,9.34,15.64,24.26,47.53,19.21,39,057
"Franklin County, Ohio",0.4658,3.28,8.95,14.82,22.93,50.02,22.32,39,049
"Marion County, Ohio",0.4336,3.78,9.67,15.57,23.81,47.17,19.02,39,101
"Morgan County, Ohio",0.4449,3.77,9.23,15.55,23.30,48.15,20.81,39,115
"Wayne County, Ohio",0.4231,4.18,10.11,15.98,23.15,46.58,20.04,39,169
"Wyandot County, Ohio",0.4119,4.45,10.29,16.09,23.52,45.64,18.79,39,175
"Butler County, Ohio",0.4424,3.45,9.30,15.57,24.15,47.53,19.34,39,017
"Harrison County, Ohio",0.4122,3.67,10.45,16.45,24.54,44.89,17.06,39,067
"Knox County, Ohio",0.4026,4.08,10.51,16.64,24.35,44.42,16.29,39,083
"Richland County, Ohio",0.4300,4.09,9.63,15.66,23.68,46.93,19.56,39,139
"Vinton County, Ohio",0.4146,4.03,9.52,16.44,24.96,45.05,16.22,39,163
"Hancock County, Ohio",0.4320,4.13,9.74,15.42,23.33,47.37,20.01,39,063
"Fairfield County, Ohio",0.4244,4.00,9.55,16.08,24.39,45.98,18.48,39,045
"Defiance County, Ohio",0.4009,4.80,10.89,16.32,22.99,44.99,19.46,39,039
"Henry County, Ohio",0.3783,5.25,11.01,16.94,24.06,42.74,16.80,39,069
"Jefferson County, Ohio",0.4718,3.29,8.55,14.71,23.12,50.33,22.66,39,081
"Putnam County, Ohio",0.3865,5.14,10.96,16.21,24.19,43.50,17.30,39,137
"Clinton County, Ohio",0.4484,3.80,9.12,15.15,23.63,48.31,21.11,39,027
"Fayette County, Ohio",0.4324,3.77,9.83,15.54,23.67,47.19,18.72,39,047
"Pickaway County, Ohio",0.4030,3.99,10.39,16.83,25.00,43.79,16.66,39,129
"Logan County, Ohio",0.4200,3.72,10.08,16.39,24.33,45.48,18.56,39,091
"Summit County, Ohio",0.4687,3.32,8.69,14.72,23.01,50.26,22.31,39,153
"Sandusky County, Ohio",0.4149,4.08,10.21,16.35,23.98,45.38,18.59,39,143
"Shelby County, Ohio",0.4059,4.56,10.47,16.29,23.66,45.01,18.64,39,149
"Cottonwood County, Minnesota",0.4051,4.53,10.18,16.44,24.33,44.52,18.31,27,033
"Scott County, Minnesota",0.3965,4.48,10.68,16.91,23.95,43.97,17.66,27,139
"Dodge County, Minnesota",0.3795,5.31,11.20,16.65,23.74,43.10,17.34,27,039
"Wabasha County, Minnesota",0.4109,4.51,10.35,16.16,23.48,45.50,19.33,27,157
"Pipestone County, Minnesota",0.4641,3.53,9.16,15.10,22.30,49.91,24.47,27,117
"Crow Wing County, Minnesota",0.4527,3.96,9.17,15.04,22.69,49.14,22.76,27,035
"Norman County, Minnesota",0.4143,3.91,10.12,16.56,24.11,45.30,17.79,27,107
"Wright County, Minnesota",0.3863,4.67,11.02,17.23,24.13,42.95,17.57,27,171
"Nicollet County, Minnesota",0.4200,4.24,10.26,16.08,23.16,46.26,20.25,27,103
"Douglas County, Minnesota",0.4411,4.08,9.57,15.45,22.88,48.03,22.25,27,041
"Grant County, Minnesota",0.4472,4.19,9.78,15.20,21.59,49.24,24.04,27,051
"Kittson County, Minnesota",0.4007,4.52,10.86,16.31,23.65,44.66,18.07,27,069
"Le Sueur County, Minnesota",0.3955,4.57,10.80,16.62,23.89,44.11,17.51,27,079
"Mahnomen County, Minnesota",0.4381,3.83,9.23,15.43,23.94,47.57,18.70,27,087
"Chisago County, Minnesota",0.3572,5.06,11.95,17.84,24.69,40.47,15.07,27,025
"Redwood County, Minnesota",0.4171,4.23,10.03,15.94,24.01,45.78,18.48,27,127
"Yellow Medicine County, Minnesota",0.4162,3.76,10.38,16.50,23.81,45.55,18.15,27,173
"Todd County, Minnesota",0.4108,4.25,10.09,16.31,24.30,45.06,17.58,27,153
"Beltrami County, Minnesota",0.4512,3.53,9.22,15.01,23.69,48.55,20.88,27,007
"Blue Earth County, Minnesota",0.4430,3.74,9.16,15.36,24.00,47.74,20.04,27,013
"Houston County, Minnesota",0.3941,4.56,10.90,16.46,24.19,43.89,16.98,27,055
"Lac qui Parle County, Minnesota",0.4542,3.96,9.30,14.92,22.29,49.52,23.64,27,073
"Lake of the Woods County, Minnesota",0.3610,5.01,11.54,17.06,26.23,40.17,14.34,27,077
"Otter Tail County, Minnesota",0.4283,4.03,9.85,15.85,23.45,46.82,19.93,27,111
"Waseca County, Minnesota",0.4175,3.87,10.02,16.24,24.53,45.35,17.78,27,161
"St. Louis County, Minnesota",0.4465,3.68,9.15,15.33,23.67,48.17,20.54,27,137
"Anoka County, Minnesota",0.3903,4.88,10.92,16.76,23.68,43.76,17.97,27,003
"Stearns County, Minnesota",0.4302,3.98,9.78,15.82,23.55,46.87,19.98,27,145
"Lincoln County, Minnesota",0.4316,3.85,9.41,16.26,23.79,46.68,19.89,27,081
"Marshall County, Minnesota",0.3922,4.51,10.81,16.89,24.42,43.38,17.28,27,089
"Mille Lacs County, Minnesota",0.4191,4.18,9.97,16.23,23.57,46.05,18.92,27,095
"Washington County, Minnesota",0.4176,4.54,10.25,15.81,22.98,46.41,19.93,27,163
"Carlton County, Minnesota",0.4071,4.16,10.40,16.56,24.24,44.64,17.89,27,017
"Kanabec County, Minnesota",0.4019,4.47,10.44,16.26,24.38,44.45,17.16,27,065
"Koochiching County, Minnesota",0.4583,3.53,8.85,15.13,23.38,49.11,22.01,27,071
"Red Lake County, Minnesota",0.4097,3.97,10.32,16.66,24.78,44.28,18.44,27,125
"Morrison County, Minnesota",0.4342,4.05,9.51,15.84,23.27,47.32,20.83,27,097
"Rice County, Minnesota",0.4275,3.82,9.82,16.24,23.72,46.40,19.72,27,131
"Steele County, Minnesota",0.4055,4.14,10.56,16.64,24.08,44.58,17.88,27,147
"Aitkin County, Minnesota",0.4275,3.98,9.76,15.89,23.82,46.56,19.31,27,001
"Faribault County, Minnesota",0.4317,3.89,9.77,15.82,23.65,46.86,20.31,27,043
"Murray County, Minnesota",0.4055,4.55,10.45,16.10,23.95,44.95,18.33,27,101
"Kandiyohi County, Minnesota",0.4338,4.01,9.75,15.82,23.17,47.24,21.23,27,067
"Lake County, Minnesota",0.3855,4.58,11.10,16.78,24.28,43.26,15.55,27,075
"Rock County, Minnesota",0.4288,3.78,10.24,16.10,23.10,46.79,20.75,27,133
"Sibley County, Minnesota",0.4063,4.60,10.34,16.47,23.56,45.03,18.93,27,143
"Traverse County, Minnesota",0.4292,4.09,10.13,15.06,23.11,47.62,18.81,27,155
"Becker County, Minnesota",0.4331,3.95,9.64,15.91,23.30,47.20,20.54,27,005
"Hennepin County, Minnesota",0.4872,3.09,8.34,14.11,22.34,52.12,24.16,27,053
"Brown County, Minnesota",0.4103,4.65,10.10,16.38,23.69,45.19,19.93,27,015
"Chippewa County, Minnesota",0.4185,4.39,9.70,15.94,23.89,46.09,18.50,27,023
"Clearwater County, Minnesota",0.4636,3.44,8.89,14.83,23.01,49.83,22.22,27,029
"Hubbard County, Minnesota",0.4191,4.40,9.90,15.92,23.54,46.24,19.16,27,057
"Isanti County, Minnesota",0.3890,4.65,10.99,17.11,24.05,43.19,18.05,27,059
"Martin County, Minnesota",0.4358,3.86,9.83,15.44,23.18,47.69,20.27,27,091
"Mower County, Minnesota",0.4485,4.09,8.98,15.04,23.12,48.77,21.43,27,099
"Pine County, Minnesota",0.4385,3.58,9.64,15.66,23.56,47.56,19.47,27,115
"Olmsted County, Minnesota",0.4520,3.64,9.38,15.21,22.75,49.02,22.20,27,109
"Wadena County, Minnesota",0.4230,4.28,10.21,15.56,23.12,46.83,19.73,27,159
"Benton County, Minnesota",0.4192,3.87,10.00,16.19,24.39,45.56,17.96,27,009
"Freeborn County, Minnesota",0.4189,4.30,10.42,15.86,23.09,46.34,19.74,27,047
"McLeod County, Minnesota",0.4113,4.43,10.62,16.17,23.35,45.42,19.94,27,085
"Pope County, Minnesota",0.4212,4.19,10.06,15.91,23.82,46.02,19.79,27,121
"Stevens County, Minnesota",0.4930,2.97,8.11,14.00,22.60,52.32,24.95,27,149
"Swift County, Minnesota",0.4576,3.68,8.72,14.85,23.55,49.20,21.30,27,151
"Holmes County, Mississippi",0.5592,1.54,6.45,12.03,22.09,57.90,27.43,28,051
"Amite County, Mississippi",0.4923,2.99,7.37,13.47,24.29,51.88,21.21,28,005
"Calhoun County, Mississippi",0.4339,3.40,9.11,15.99,25.11,46.40,17.18,28,013
"Tishomingo County, Mississippi",0.4352,4.00,9.55,15.49,23.06,47.90,19.21,28,141
"Wayne County, Mississippi",0.4919,2.93,7.31,13.58,24.53,51.65,21.28,28,153
"Austin County, Texas",0.4278,3.80,9.36,16.33,24.69,45.83,19.17,48,015
"Kenedy County, Texas",0.3614,,,,,,,48,261
"Nueces County, Texas",0.4657,3.37,8.67,14.83,23.34,49.80,22.03,48,355
"Colorado County, Texas",0.4656,3.84,9.02,14.12,22.08,50.94,22.37,48,089
"San Patricio County, Texas",0.4412,3.57,9.32,15.50,23.88,47.73,18.86,48,409
"Rains County, Texas",0.4363,3.84,9.48,15.53,23.87,47.29,19.57,48,379
"Randall County, Texas",0.4285,4.31,9.86,15.66,23.14,47.03,20.86,48,381
"Real County, Texas",0.4749,3.24,8.45,14.20,23.26,50.85,22.08,48,385
"San Saba County, Texas",0.4750,3.66,8.30,14.34,22.53,51.17,23.18,48,411
"Schleicher County, Texas",0.4027,3.58,10.05,17.53,25.88,42.95,15.77,48,413
"Sterling County, Texas",0.3364,6.04,12.63,18.10,22.64,40.58,14.16,48,431
"Zavala County, Texas",0.4233,4.31,9.02,15.47,25.01,46.19,16.03,48,507
"Calhoun County, Texas",0.4195,4.01,9.84,15.72,24.69,45.74,17.21,48,057
"Carson County, Texas",0.4151,4.12,9.86,16.31,24.19,45.52,17.25,48,065
"Foard County, Texas",0.4230,5.03,9.96,15.55,21.35,48.11,21.43,48,155
